# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	849183	851557	+	XP_066169359.1		XM_066313262.1	tigger transposable element-derived protein 3-like isoform X2	LOC136357725	136357725		1959	652	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	849282	852022	+	XM_066313252.1		XP_066169349.1	tigger transposable element-derived protein 3-like, transcript variant X1	LOC136357725	136357725		2591	2591	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	849407	851557	+	XP_066169349.1		XM_066313252.1	tigger transposable element-derived protein 3-like isoform X1	LOC136357725	136357725		2001	666	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	853856	859277	+				uncharacterized LOC136357752	LOC136357752	136357752		5422		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	853856	859277	+	XM_066313299.1		XP_066169396.1	uncharacterized protein	LOC136357752	136357752		2089	2089	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	855570	858925	+	XP_066169396.1		XM_066313299.1	uncharacterized protein	LOC136357752	136357752		1614	537	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	860556	864807	-				zinc finger protein 282-like	LOC136357743	136357743		4252		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	860556	864807	-	XM_066313286.1		XP_066169383.1	zinc finger protein 282-like	LOC136357743	136357743		2079	2079	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	860952	864753	-	XP_066169383.1		XM_066313286.1	zinc finger protein 282-like	LOC136357743	136357743		1629	542	
gene	pseudogene	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	877054	893005	-				zinc finger protein 282-like	LOC136375366	136375366		15952		pseudo
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	893004	898395	+				zinc finger protein 777-like	LOC136375370	136375370		5392		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	893004	898395	+	XM_066340853.1		XP_066196950.1	zinc finger protein 777-like	LOC136375370	136375370		2382	2388	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	893004	898113	+	XP_066196950.1		XM_066340853.1	LOW QUALITY PROTEIN: zinc finger protein 777-like	LOC136375370	136375370		2100	701	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	905633	913059	-				zinc finger protein 398-like	LOC136357799	136357799		7427		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	905633	913059	-	XM_066313374.1		XP_066169471.1	zinc finger protein 398-like	LOC136357799	136357799		4282	4286	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	907276	913059	-	XP_066169471.1		XM_066313374.1	LOW QUALITY PROTEIN: zinc finger protein 398-like	LOC136357799	136357799		2639	880	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	916328	919936	+				uncharacterized LOC136375374	LOC136375374	136375374		3609		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	916328	919936	+	XM_066340868.1		XP_066196965.1	uncharacterized protein	LOC136375374	136375374		1376	1376	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	916328	919610	+	XP_066196965.1		XM_066340868.1	uncharacterized protein	LOC136375374	136375374		1050	349	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	924075	925048	+				cathelicidin-B1-like	LOC136375379	136375379		974		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	924075	925048	+	XM_066340880.1		XP_066196977.1	cathelicidin-B1-like	LOC136375379	136375379		567	567	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	924075	925048	+	XP_066196977.1		XM_066340880.1	cathelicidin-B1-like	LOC136375379	136375379		567	188	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	926043	927927	-				cathelicidin antimicrobial peptide	CAMP	136357787		1885		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	926043	927927	-	XM_066313347.1		XP_066169444.1	cathelicidin antimicrobial peptide	CAMP	136357787		528	528	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	926079	927912	-	XP_066169444.1		XM_066313347.1	cathelicidin antimicrobial peptide	CAMP	136357787		477	158	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	951786	972449	+				kinesin family member 9	KIF9	136357649		20664		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	951786	972449	+	XM_066313108.1		XP_066169205.1	kinesin family member 9	KIF9	136357649		3052	3052	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	951791	972417	+	XP_066169205.1		XM_066313108.1	kinesin-like protein KIF9	KIF9	136357649		3015	1004	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	974447	1024829	+				SET domain containing 2, histone lysine methyltransferase	SETD2	136357656		50383		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	974447	1024829	+	XM_066313121.1		XP_066169218.1	SET domain containing 2, histone lysine methyltransferase, transcript variant X1	SETD2	136357656		8406	8406	
misc_RNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	974447	1012239	+	XR_010742927.1			SET domain containing 2, histone lysine methyltransferase, transcript variant X2	SETD2	136357656		6492	6492	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	974576	1024247	+	XP_066169218.1		XM_066313121.1	histone-lysine N-methyltransferase SETD2	SETD2	136357656		7695	2564	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1025684	1027761	-				death domain-containing membrane protein NRADD-like	LOC136362199	136362199		2078		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1025684	1027761	-	XM_066320575.1		XP_066176672.1	death domain-containing membrane protein NRADD-like	LOC136362199	136362199		906	906	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1025829	1027435	-	XP_066176672.1		XM_066320575.1	death domain-containing membrane protein NRADD-like	LOC136362199	136362199		435	144	
gene	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1029412	1030586	-				uncharacterized LOC136362276	LOC136362276	136362276		1175		
ncRNA	lncRNA	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1029412	1030586	-	XR_010743765.1			uncharacterized lncRNA	LOC136362276	136362276		343	343	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1031048	1038080	-				D-serine dehydratase-like	LOC136362328	136362328		7033		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1031048	1038080	-	XM_066320775.1		XP_066176872.1	D-serine dehydratase-like	LOC136362328	136362328		1697	1697	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1031337	1037821	-	XP_066176872.1		XM_066320775.1	D-serine dehydratase-like	LOC136362328	136362328		1149	382	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1039085	1079509	-				neurobeachin like 2	NBEAL2	136357792		40425		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1039085	1079509	-	XM_066313361.1		XP_066169458.1	neurobeachin like 2	NBEAL2	136357792		8562	8556	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1039162	1079508	-	XP_066169458.1		XM_066313361.1	LOW QUALITY PROTEIN: neurobeachin-like protein 2	NBEAL2	136357792		8484	2825	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1080009	1099100	+				coiled-coil domain containing 12	CCDC12	136357820		19092		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1080009	1099100	+	XM_066313422.1		XP_066169519.1	coiled-coil domain containing 12	CCDC12	136357820		1135	1135	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1080021	1098508	+	XP_066169519.1		XM_066313422.1	coiled-coil domain-containing protein 12	CCDC12	136357820		531	176	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1487587	1500244	+				transmembrane inner ear	TMIE	136362399		12658		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1487587	1500244	+	XM_066320894.1		XP_066176991.1	transmembrane inner ear	TMIE	136362399		962	962	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1487619	1499926	+	XP_066176991.1		XM_066320894.1	transmembrane inner ear expressed protein	TMIE	136362399		612	203	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1934081	1989751	-				Wnt family member 9A	WNT9A	136362458		55671		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1934081	1989751	-	XM_066321031.1		XP_066177128.1	Wnt family member 9A	WNT9A	136362458		1127	1127	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	1934081	1989716	-	XP_066177128.1		XM_066321031.1	protein Wnt-9a	WNT9A	136362458		1092	363	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2035161	2124908	+				Wnt family member 3A	WNT3A	136357829		89748		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2035161	2124908	+	XM_066313433.1		XP_066169530.1	Wnt family member 3A	WNT3A	136357829		1423	1423	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2035503	2124886	+	XP_066169530.1		XM_066313433.1	protein Wnt-3a	WNT3A	136357829		1059	352	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2230329	2243458	+				ADP ribosylation factor 1	ARF1	136357840		13130		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2230329	2243458	+	XM_066313440.1		XP_066169537.1	ADP ribosylation factor 1	ARF1	136357840		1730	1730	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2239789	2242455	+	XP_066169537.1		XM_066313440.1	ADP-ribosylation factor 1	ARF1	136357840		546	181	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2246030	2248439	-				chromosome 1 C1orf35 homolog	C1H1orf35	136357848		2410		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2246030	2248439	-	XM_066313453.1		XP_066169550.1	chromosome 1 C1orf35 homolog	C1H1orf35	136357848		1319	1319	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2246324	2248377	-	XP_066169550.1		XM_066313453.1	multiple myeloma tumor-associated protein 2	C1H1orf35	136357848		963	320	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2249442	2251197	-				mitochondrial ribosomal protein L55	MRPL55	136357864		1756		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2249442	2251197	-	XM_066313488.1		XP_066169585.1	mitochondrial ribosomal protein L55	MRPL55	136357864		573	573	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2249497	2251195	-	XP_066169585.1		XM_066313488.1	large ribosomal subunit protein mL55	MRPL55	136357864		516	171	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2251120	2261947	+				guanylate kinase 1	GUK1	136357854		10828		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2251120	2261947	+	XM_066313467.1		XP_066169564.1	guanylate kinase 1, transcript variant X1	GUK1	136357854		858	858	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2251194	2261805	+	XP_066169564.1		XM_066313467.1	guanylate kinase isoform X1	GUK1	136357854		642	213	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2252494	2261947	+	XM_066313477.1		XP_066169574.1	guanylate kinase 1, transcript variant X2	GUK1	136357854		878	878	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2256602	2261805	+	XP_066169574.1		XM_066313477.1	guanylate kinase isoform X2	GUK1	136357854		597	198	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2268348	2298744	+				gap junction protein gamma 2	GJC2	136357874		30397		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2268348	2298744	+	XM_066313499.1		XP_066169596.1	gap junction protein gamma 2, transcript variant X1	GJC2	136357874		1856	1856	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2270206	2298744	+	XM_066313508.1		XP_066169605.1	gap junction protein gamma 2, transcript variant X2	GJC2	136357874		1996	1996	
misc_RNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2270206	2276016	+	XR_010742973.1			gap junction protein gamma 2, transcript variant X3	GJC2	136357874		553	553	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2296981	2298228	+	XP_066169596.1		XM_066313499.1	gap junction gamma-2 protein	GJC2	136357874		1248	415	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2296981	2298228	+	XP_066169605.1		XM_066313508.1	gap junction gamma-2 protein	GJC2	136357874		1248	415	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2307459	2311408	+				iron-sulfur cluster assembly factor IBA57	IBA57	136357888		3950		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2307459	2309973	+	XM_066313532.1		XP_066169629.1	iron-sulfur cluster assembly factor IBA57, transcript variant X2	IBA57	136357888		1033	1033	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2307460	2311408	+	XM_066313524.1		XP_066169621.1	iron-sulfur cluster assembly factor IBA57, transcript variant X1	IBA57	136357888		2478	2478	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2307567	2310018	+	XP_066169621.1		XM_066313524.1	putative transferase CAF17, mitochondrial isoform X1	IBA57	136357888		981	326	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2307567	2309840	+	XP_066169629.1		XM_066313532.1	putative transferase CAF17, mitochondrial isoform X2	IBA57	136357888		792	263	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2322084	2337154	+				meiosis-specific coiled-coil domain-containing protein MEIOC-like	LOC136357901	136357901		15071		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2322084	2337154	+	XM_066313545.1		XP_066169642.1	meiosis-specific coiled-coil domain-containing protein MEIOC-like	LOC136357901	136357901		2994	2994	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2326873	2336968	+	XP_066169642.1		XM_066313545.1	meiosis-specific coiled-coil domain-containing protein MEIOC-like	LOC136357901	136357901		2604	867	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2352977	2502818	+				obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	OBSCN	136358067		149842		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2352977	2502818	+	XM_066313899.1		XP_066169996.1	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	OBSCN	136358067		26997	26997	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2360823	2500013	+	XP_066169996.1		XM_066313899.1	obscurin	OBSCN	136358067		23904	7967	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2505372	2534739	+				obscurin-like	LOC136375636	136375636		29368		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2505372	2534739	+	XM_066341260.1		XP_066197357.1	obscurin-like	LOC136375636	136375636		7575	7575	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2505372	2534109	+	XP_066197357.1		XM_066341260.1	obscurin-like	LOC136375636	136375636		6945	2314	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2536921	2538665	-				cytochrome P450 family 8 subfamily B member 1	CYP8B1	136358021		1745		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2536921	2538665	-	XM_066313820.1		XP_066169917.1	cytochrome P450 family 8 subfamily B member 1	CYP8B1	136358021		1745	1745	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2537062	2538591	-	XP_066169917.1		XM_066313820.1	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	CYP8B1	136358021		1530	509	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2539890	2542453	-				atypical chemokine receptor 2	ACKR2	136357911		2564		partial
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2539890	2542453	-	XM_066313557.1		XP_066169654.1	atypical chemokine receptor 2	ACKR2	136357911		2564	2564	partial
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2541254	2542453	-	XP_066169654.1		XM_066313557.1	atypical chemokine receptor 2	ACKR2	136357911		1200	399	partial
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2547605	2552434	+				HIG1 hypoxia inducible domain family member 1A	HIGD1A	136357918		4830		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2547605	2552434	+	XM_066313570.1		XP_066169667.1	HIG1 hypoxia inducible domain family member 1A	HIGD1A	136357918		460	460	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2549516	2552323	+	XP_066169667.1		XM_066313570.1	HIG1 domain family member 1A, mitochondrial	HIGD1A	136357918		288	95	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2557076	2582584	+				coiled-coil domain containing 13	CCDC13	136357922		25509		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2557076	2582584	+	XM_066313583.1		XP_066169680.1	coiled-coil domain containing 13	CCDC13	136357922		4575	4575	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2557440	2580443	+	XP_066169680.1		XM_066313583.1	coiled-coil domain-containing protein 13	CCDC13	136357922		2070	689	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2589722	2604296	+				hedgehog acyltransferase like	HHATL	136358029		14575		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2589722	2604296	+	XM_066313832.1		XP_066169929.1	hedgehog acyltransferase like	HHATL	136358029		2063	2063	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2589725	2603751	+	XP_066169929.1		XM_066313832.1	protein-cysteine N-palmitoyltransferase HHAT-like protein	HHATL	136358029		1515	504	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2609211	2639696	+				kelch like family member 40	KLHL40	136358011		30486		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2609211	2639696	+	XM_066313807.1		XP_066169904.1	kelch like family member 40, transcript variant X2	KLHL40	136358011		2024	2024	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2609211	2620403	+	XM_066313799.1		XP_066169896.1	kelch like family member 40, transcript variant X1	KLHL40	136358011		2561	2561	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	1	NC_089140.1	2609333	2619824	+	XP_066169896.1		XM_066313799.1	kelch-like protein 40	KLHL40	136358011		1860	619	
